Starts	Dist	SpkQual	MFuse	Alter	Starter	StMotor	BatAge	Charging	PlugVolt	BatVolt	Timing	Cranks	Plugs	AirFilter	Air	Fuel	GasTank	GasFilter
2	1	2	1	1	2	1	0.0191831	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	2	1	1.57877	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	4.98835	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	6.8749	2	3	3	1	2	1	2	2	1	1	1
2	1	2	1	1	2	1	8.94435	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.60548	2	2	2	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	4.81511	2	3	3	2	2	3	1	1	1	1	1
2	1	2	1	1	2	1	1.25986	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	3.24832	1	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	0.373889	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	4.56923	1	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.15876	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	10.7347	1	1	1	1	1	3	1	1	1	1	1
2	1	1	1	1	1	1	1.21132	1	1	1	1	1	1	2	2	2	2	1
1	1	1	1	1	1	1	4.26163	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.62008	2	3	3	1	2	2	1	2	2	1	1
2	2	2	1	1	2	1	0.728309	2	3	3	2	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.1095	1	1	1	2	1	3	1	1	2	1	1
1	1	1	1	1	1	1	3.22218	1	1	1	2	1	1	1	1	1	1	1
2	1	2	1	1	2	1	6.82864	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.617669	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	4.4714	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	5.03374	1	3	3	1	1	3	1	1	1	1	1
2	1	1	1	1	1	1	7.76097	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.23639	1	2	2	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.00206	1	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	11.9459	2	2	2	1	1	2	1	1	2	2	1
2	1	2	1	1	1	1	3.01872	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	5.76099	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	9.94833	2	3	3	1	2	1	1	1	2	1	2
2	1	1	1	1	1	1	0.213727	1	1	1	1	1	1	1	1	2	2	1
2	1	2	1	1	1	1	1.3124	1	1	1	1	2	3	1	1	1	1	1
1	1	2	1	1	1	1	1.20814	2	2	2	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.80371	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	5.33366	1	1	1	1	2	3	1	1	1	1	1
2	1	1	1	1	1	1	1.02967	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	3.29782	1	2	2	1	1	3	1	2	2	2	1
2	1	2	1	1	1	1	0.959845	1	1	1	2	1	3	1	1	1	1	1
2	1	1	1	1	1	1	3.77166	1	1	1	1	2	1	1	2	1	1	1
2	1	2	1	1	1	1	0.854945	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	5.1725	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0.915254	1	1	1	2	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.5404	2	3	3	1	2	1	2	2	1	1	1
2	1	2	1	1	1	1	4.75054	1	2	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0.551718	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.75893	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.765714	2	3	3	1	2	2	2	2	2	1	1
2	1	1	1	1	1	1	3.27354	1	1	1	1	1	1	1	1	2	2	1
2	1	2	1	1	1	1	0.363779	1	2	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.34822	1	1	1	1	1	1	2	1	1	1	1
2	1	2	1	1	2	1	2.70457	2	3	3	1	2	1	1	1	2	1	2
2	1	2	1	1	2	1	0.260962	2	3	3	1	2	3	1	1	2	2	1
1	1	1	1	1	1	1	1.71149	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	4.76273	2	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.06292	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	1	1	0.115639	2	3	3	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	0.862441	1	2	1	1	1	2	1	1	2	2	1
2	1	2	1	1	1	1	8.06165	1	2	2	2	1	2	2	2	1	1	1
2	1	2	1	1	2	1	3.23072	2	3	3	1	2	1	1	1	2	1	2
2	1	2	1	1	1	1	4.41546	1	1	1	1	1	3	2	2	2	1	1
2	1	2	1	1	1	1	0.807974	1	1	1	2	2	3	1	2	1	1	1
2	1	2	1	1	2	1	8.26548	2	3	3	1	2	2	1	1	1	1	1
1	1	2	1	1	1	1	1.69403	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.48769	1	3	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.29564	1	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	8.31266	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	2	1	7.12005	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	4.98447	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.78413	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	0.335135	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	0.364792	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4.8933	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.95329	2	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.76189	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.28195	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.51306	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.287996	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.41019	2	3	3	1	2	1	1	2	1	1	1
2	1	1	1	1	1	1	4.85756	1	1	1	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.913549	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	1	1	3.19129	1	1	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	0.910357	2	2	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	1.43587	1	1	1	1	2	1	1	2	1	1	1
2	1	2	1	1	2	1	7.62571	2	3	3	2	2	1	1	1	2	1	1
2	1	2	1	1	2	1	2.0177	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.03181	2	3	3	1	2	3	2	2	1	1	1
2	1	2	1	1	1	1	4.41653	1	2	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.98272	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	6.1215	2	3	3	2	1	1	1	1	2	1	1
2	1	2	1	1	2	1	0.504951	2	3	3	1	2	2	1	1	2	2	1
2	1	2	1	1	2	1	3.43942	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	2	1	0.168117	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	2.7116	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	1.73236	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.40971	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	10.4031	1	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.09535	2	2	2	1	1	1	2	2	2	1	1
2	1	2	1	1	1	1	0.710853	1	1	1	1	1	3	1	2	1	1	1
2	1	2	1	1	1	1	2.21968	1	3	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.05657	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.0965595	2	3	3	1	2	1	2	1	1	1	1
1	1	2	1	1	1	1	2.20098	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	1.65946	2	3	3	1	2	3	1	1	2	1	1
2	1	2	1	1	2	1	1.35011	2	3	3	1	2	1	1	1	2	1	1
1	1	1	1	1	1	1	0.864032	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.6766	2	2	2	1	2	2	1	1	2	2	1
2	1	1	1	1	1	1	1.12958	1	1	1	1	1	1	1	1	2	2	1
2	1	2	1	1	2	1	1.17241	2	3	3	1	2	1	2	1	2	1	1
1	1	2	1	1	1	1	18.4318	1	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	4.82519	2	2	2	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	1.5247	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.75458	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	10.7041	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	9.98006	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	1.76827	2	3	3	2	2	1	2	1	2	1	1
2	1	1	1	1	1	1	4.03522	1	1	1	1	1	1	2	2	1	1	1
2	1	1	1	1	1	1	2.74773	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	2	1	4.37994	1	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.89003	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.380096	1	3	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.86974	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	1	1	2.84481	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.337754	2	2	2	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	10.0524	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	1	1	2.83316	2	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.287686	2	3	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	4.57857	2	3	3	1	2	1	1	2	2	2	1
2	1	2	1	1	1	1	10.9705	1	2	2	1	2	3	1	1	2	1	1
2	1	2	1	1	2	1	5.6787	2	3	3	1	2	3	2	2	2	2	1
2	1	1	1	1	1	1	4.84172	1	1	1	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	0.447668	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	8.37605	2	3	3	1	2	1	1	2	1	1	1
2	1	2	1	1	2	1	4.4099	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	1	1	5.29519	2	2	2	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	3.60551	1	1	1	1	1	3	1	2	1	1	1
2	1	1	1	1	2	2	1.10078	1	1	1	2	2	1	1	1	1	1	1
1	1	1	1	1	1	1	0.142979	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.238895	2	2	2	1	2	1	2	1	2	1	2
2	1	2	1	1	2	1	1.98115	2	3	3	1	2	3	1	1	1	1	1
1	1	1	1	1	1	1	1.10228	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	3.88951	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	7.72912	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	1.98225	2	3	3	1	2	2	1	1	2	1	1
1	1	1	1	1	1	1	4.67034	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.37675	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	5.00484	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	0.96131	1	1	1	1	1	3	1	1	2	1	2
2	1	2	1	1	1	1	2.94174	1	1	1	1	2	2	1	1	2	2	1
2	1	2	1	1	2	1	3.40327	2	3	2	1	2	1	2	2	1	1	1
1	1	2	1	1	1	1	2.81788	1	1	1	1	1	2	1	1	2	1	1
1	1	1	1	1	1	1	3.95297	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	13.659	2	3	3	1	2	3	1	1	1	1	1
1	1	1	1	1	1	1	1.40142	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4.21091	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.75431	2	3	3	2	2	1	1	1	2	1	1
2	1	2	1	1	2	1	5.70335	2	3	3	1	2	2	1	1	1	1	1
2	1	1	1	1	1	1	2.54218	1	1	1	1	2	1	1	1	2	1	1
1	1	1	1	1	1	1	0.807303	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.04839	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.140617	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.581715	2	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	4.22689	1	1	1	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	0.892442	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	4.29428	2	3	3	1	2	1	2	2	1	1	1
1	1	1	1	1	1	1	4.83098	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4.74817	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.49175	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	0.710378	2	3	3	1	2	2	2	2	1	1	1
2	1	2	1	1	1	1	5.10286	2	2	2	1	1	1	1	1	2	2	1
1	1	1	1	1	1	1	0.918882	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	0.0441354	1	1	1	1	1	1	1	1	2	1	1
1	1	2	1	1	1	1	0.956322	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	0.501229	1	2	2	1	2	3	1	1	2	2	1
2	1	2	1	1	2	1	2.03462	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	4.49454	1	2	2	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	3.47399	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	3.42912	1	1	1	1	1	2	2	1	2	2	1
1	1	2	1	1	1	1	3.92437	1	1	1	1	1	3	1	1	1	1	1
2	1	1	1	1	1	1	0.51396	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	4.12695	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	2.44146	2	3	3	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	9.60595	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.0039	2	2	2	1	2	1	1	1	2	2	1
2	1	2	1	1	2	1	4.10378	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	0.386532	1	1	1	1	1	1	2	2	1	1	1
2	1	2	1	1	1	1	0.75722	1	1	1	1	1	3	1	1	1	1	1
1	1	1	1	1	1	1	0.506289	1	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	1.84871	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	6.89466	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.30596	2	2	2	1	1	3	1	1	2	2	1
2	1	2	1	1	1	1	6.80188	1	2	2	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	4.86438	1	3	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.90783	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	0.971687	2	3	2	1	1	1	2	2	1	1	1
2	1	2	1	1	2	1	1.88183	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.17229	1	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.927847	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	4.36548	2	2	2	1	1	3	1	1	1	1	1
2	1	2	1	1	2	1	2.00101	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	2.28421	1	1	1	1	2	1	2	2	1	1	1
1	1	1	1	1	1	1	1.86953	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	9.0133	1	2	2	1	2	3	1	1	1	1	1
2	1	2	1	1	1	1	0.439457	2	2	2	1	2	3	1	1	1	1	1
1	1	1	1	1	1	1	4.34038	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	4.32347	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	6.60777	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	0.806183	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	7.83139	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.49472	1	1	1	1	2	2	1	1	1	1	1
2	1	2	1	1	1	1	0.942534	1	2	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.70449	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	3.0436	2	3	3	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.93414	1	3	3	1	2	1	1	1	2	2	1
2	1	2	1	1	2	1	2.13185	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.262005	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	12.7252	1	2	2	1	2	3	1	1	1	1	1
1	1	1	1	1	1	1	0.465012	1	1	1	1	1	1	2	2	1	1	1
1	1	2	1	1	1	1	0.455832	1	1	1	1	1	3	1	1	1	1	1
2	1	1	1	1	1	1	5.52702	1	1	1	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	4.37922	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	8.52767	1	2	2	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	2.53081	1	2	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.34317	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	2.24552	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.39164	2	3	3	1	2	1	1	2	1	1	1
2	1	1	1	1	1	1	0.635824	1	1	1	1	1	1	1	1	2	2	1
2	1	2	1	1	2	1	0.810242	2	3	3	2	2	3	1	1	1	1	1
2	1	2	1	1	1	1	20.3734	1	2	2	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	0.314643	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.93743	2	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.55162	2	3	3	1	2	3	1	2	1	1	1
1	1	2	1	1	1	1	0.729802	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.0873788	2	3	3	1	2	2	1	1	1	1	1
1	1	1	1	1	1	1	2.09206	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	0.834649	2	3	3	1	2	3	1	1	1	1	1
1	1	2	1	1	1	1	9.7003	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	4.45689	1	1	1	1	1	2	1	1	2	1	1
2	1	1	1	1	1	1	0.802165	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	5.66099	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	1.61237	1	1	1	1	1	3	1	1	2	2	1
1	1	1	1	1	1	1	2.97608	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.48756	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.87253	2	2	2	2	1	1	1	2	1	1	1
2	1	2	1	1	2	1	7.42702	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.209732	2	3	3	2	1	1	1	1	1	1	1
2	1	2	1	1	1	1	2.55715	2	2	2	1	1	2	2	2	1	1	1
2	1	2	1	1	1	1	0.207224	2	2	2	1	2	1	1	1	1	1	1
2	1	1	1	1	2	1	7.37554	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.11792	2	3	3	2	2	1	2	2	1	1	1
2	1	1	1	1	1	1	1.53867	1	1	1	1	1	1	2	2	2	1	2
2	1	2	1	1	2	1	0.0302816	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	1	1	2.28003	1	1	1	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	2.9777	2	3	3	1	2	1	2	1	2	2	1
1	1	1	1	1	1	1	0.0199808	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	3.29523	1	3	1	1	1	2	1	1	1	1	1
2	1	2	1	1	2	1	1.64431	2	3	3	1	2	1	1	2	1	1	1
1	1	1	1	1	1	1	1.65059	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.37525	1	1	1	1	1	1	1	2	1	1	1
2	1	2	1	1	2	1	1.73187	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	1.01163	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	1.87413	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	4.35695	2	2	2	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	0.273621	2	3	3	1	1	3	1	1	1	1	1
2	1	1	1	1	2	1	3.43754	1	1	1	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	0.69945	2	2	2	1	1	3	1	1	1	1	1
1	1	1	1	1	1	1	6.24086	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.112064	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	3.88415	1	2	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	1.06286	2	2	2	1	1	1	1	1	2	1	1
2	1	2	1	1	2	1	2.17353	2	3	3	1	2	1	1	2	1	1	1
1	1	1	1	1	1	1	1.49488	1	1	1	2	1	1	1	1	1	1	1
1	1	1	1	1	1	1	8.26156	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	2.29956	2	3	3	1	2	1	1	1	2	1	2
2	1	2	1	1	2	1	5.02241	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	1.79705	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	2.41045	1	2	2	1	2	2	1	2	1	1	1
2	1	2	1	1	1	1	3.62587	1	2	2	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.03338	2	3	3	1	2	3	1	1	2	2	1
2	1	1	1	1	1	1	1.32098	1	1	1	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	2.90188	1	1	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	2.5172	2	2	2	1	1	1	1	1	1	1	1
1	1	2	1	1	1	1	1.59161	1	1	1	1	1	2	1	1	1	1	1
2	1	2	1	1	1	1	1.51327	1	2	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	3.61682	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	0.582747	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	1.78714	1	1	1	1	1	1	1	1	2	1	1
2	1	2	1	1	2	1	3.90871	2	3	3	1	2	1	1	1	2	2	1
2	1	2	1	1	2	1	2.12194	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	2.85085	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	1	1	2.63259	1	1	1	1	1	3	1	1	1	1	1
2	1	2	1	1	1	1	1.90261	1	1	1	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	1.12473	2	3	3	2	2	2	1	1	1	1	1
1	1	2	1	1	1	1	0.744409	2	2	2	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	0.553062	2	3	3	1	2	3	2	2	1	1	1
2	1	2	1	1	2	1	4.13517	2	3	3	2	2	1	1	1	1	1	1
2	1	2	1	1	1	1	5.34859	1	3	1	1	1	3	1	1	1	1	1
1	1	2	1	1	1	1	4.14217	2	2	2	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	4.68854	1	1	1	1	1	1	1	1	1	1	1
2	1	1	1	1	1	1	2.47433	1	1	1	1	2	1	1	1	2	1	1
2	1	2	1	1	1	1	4.04289	2	3	3	1	2	1	1	1	1	1	1
1	1	2	1	1	1	1	4.64514	2	2	2	1	1	1	1	2	1	1	1
2	1	1	1	1	1	1	3.52575	1	1	1	2	1	1	1	1	2	2	1
2	1	2	1	1	2	1	0.0085396	2	3	3	1	2	1	1	1	2	2	1
2	1	2	1	1	2	1	3.75628	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.46408	2	3	3	1	2	1	2	2	1	1	1
1	1	2	1	1	1	1	4.407	1	2	2	1	1	1	2	1	1	1	1
2	1	2	1	1	2	1	12.9879	2	3	3	1	2	1	1	1	2	1	1
2	1	2	1	1	2	1	5.42745	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	2.27077	2	3	3	1	2	1	1	1	2	1	1
1	1	1	1	1	1	1	4.19191	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1.43925	1	1	1	1	1	1	1	2	1	1	1
1	1	1	1	1	1	1	4.98537	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	1.71189	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	4.91003	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	2	2	1	0.809663	2	3	3	1	2	1	1	1	1	1	1
2	1	2	1	1	2	1	3.78373	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	1	1	1.64728	1	1	1	1	2	1	1	2	2	1	1
2	1	2	1	1	2	1	0.977114	2	3	3	1	2	2	1	1	1	1	1
2	1	2	1	1	2	1	4.78619	2	3	3	1	2	1	1	1	1	1	1
2	1	1	1	1	2	1	4.88483	1	1	1	2	2	1	1	1	2	1	1
1	1	1	1	1	1	1	0.0447191	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	2	1	6.22958	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	4.02524	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	5.10729	1	3	2	1	1	1	1	1	2	2	1
2	1	2	1	1	2	1	8.97099	2	3	3	1	2	3	1	1	1	1	1
2	1	2	1	1	2	1	5.59486	2	3	3	1	2	1	1	1	1	1	1
1	1	1	1	1	1	1	1.13786	1	1	1	1	1	1	1	1	1	1	1
2	1	2	1	1	1	1	11.3795	1	2	2	1	1	1	1	1	1	1	1

